id,weapon_id,name,image,weight,description,dlc,requirements,damage type,category,passive effect,skill,FP cost
61,62,Sword of Darkness,http://eldenring.wiki.fextralife.com/file/Elden-Ring/sword_of_darkness_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,4.0,"Sword of darkness, pulled from its stone scabbard at an altar. From the quick of the root, wandering coils of darkness coalesce and release, their eddies and vortices giving form to the dark blade.",1,"{'Str': 14, 'Dex': 11, 'Fai': 24}",Standard/Pierce,Straight Swords,No passive effects,Darkness,30
62,63,Bastard Sword,http://eldenring.wiki.fextralife.com/file/Elden-Ring/bastard_sword_weapon_elden_ring_wiki_guide_200px.png,9.0,"A large sword with a straight blade.This heavy sword is normally wielded with two hands, but those with sufficient strength can wield it in one alone.The hefty blade can be swung into multiple foes at once thanks to the broad, sweeping attack, making fending off crowds all the easier.",0,"{'Str': 16, 'Dex': 10}",Standard/Pierce,Greatswords,No passive effects,Stamp (Upward Cut),5 ( - 8)
63,64,Claymore,http://eldenring.wiki.fextralife.com/file/Elden-Ring/claymore_weapon_elden_ring_wiki_guide_200px.png,9.0,"A large sword with a long, straight blade. This heavy sword is usually wielded with two hands, but for those with enough strength, one is sufficient. In addition to the heavy sweeping attacks, it can also make a heavy piercing thrust making this a versatile weapon.",0,"{'Str': 16, 'Dex': 13}",Standard/Pierce,Greatswords,No passive effects,Lion's Claw,20
64,65,Iron Greatsword,http://eldenring.wiki.fextralife.com/file/Elden-Ring/iron_greatsword_greatswords_elden_ring_wiki_guide_200px.png,12,"Greatsword with a blade of unusually thick steel. A coarse weapon to which polishing is a foreign concept. Weighty even among others of its class, the impact of each strike is sure to be felt.",0,"{'Str': 18, 'Dex': 10}",Standard/Pierce,Greatswords,No passive effects,Stamp (Upward Cut),20
65,66,Lordsworn's Greatsword,http://eldenring.wiki.fextralife.com/file/Elden-Ring/lordsworns_greatsword_weapon_elden_ring_wiki_guide_200px.png,9,"Well-crafted straight sword with an illustrious design, wielded by regulars of a lord's army. Through blackened and damaged by years of use, it appears to have otherwise been kept in a serviceable condition, despite the soldiers having long since lost their minds.",0,"{'Str': 16, 'Dex': 10}",Standard/Pierce,Greatswords,No passive effects,Stamp (Upward Cut),5 (- 8)
66,67,Knight's Greatsword,http://eldenring.wiki.fextralife.com/file/Elden-Ring/knights_greatsword_weapon_elden_ring_wiki_guide_200px.png,10.0,"Greatsword bestowed upon skilled swordsmen in the demigods' service, and yet had no rank or title. Featuring a long grip enabling a dual-handed use, this weapon was designed to dispatch larger foes. Being charged with such a duty was undoubtedly a great honor.",0,"{'Str': 16, 'Dex': 12}",Standard/Pierce,Greatswords,No passive effects,Stamp (Upward Cut),5( - 8)
67,68,Banished Knight's Greatsword,http://eldenring.wiki.fextralife.com/file/Elden-Ring/banished_knights_greatsword_weapon_elden_ring_wiki_guide_200px.png,10.0,"A finely-crafted greatsword intricately engraved with an ancient motif. G iven to knights who, whether by misfortune or misdeed, were forced to abandon their homes. Most of these knights were sent to the fringes, where they were forced to start anew with only despair for company.",0,{'Str': 17},Standard/Pierce,Greatswords,No passive effects,Stamp (Upward Cut),5 ( - 8)
68,69,Forked Greatsword,http://eldenring.wiki.fextralife.com/file/Elden-Ring/forked_greatsword_weapon_elden_ring_wiki_guide_200px.png,9,"Oddly shaped greatsword wielded by imps. The gently undulating forked blade is known as an ""imp's tongue"" and causes blood loss.",0,"{'Str': 14, 'Dex': 16}",Standard/Pierce,Greatswords,(55) Hemorrhage,Stamp (Upward Cut),5 (-8)
69,70,Flamberge,http://eldenring.wiki.fextralife.com/file/Elden-Ring/flamberge_weapon_elden_ring_wiki_guide_200px.png,10.0,"Greatsword featuring a flame-like undulation.Shreds enemy flesh, inducing blood loss. Scarlet rot is kept at bay with flame at Redmane Castle, and as such, this beloved sword of Jerren's eventually became the symbol of the castle itself.",0,"{'Str': 15, 'Dex': 14}",Standard/Pierce,Greatswords,(55) Hemorrhage,Stamp (Upward Cut),5 ( - 8)
70,71,Gargoyle's Greatsword,http://eldenring.wiki.fextralife.com/file/Elden-Ring/gargoyles_greatsword_weapon_elden_ring_wiki_guide_200px.png,11.5,"Bronze greatsword wielded by Valiant Gargoyles. Just like the wielder, the missing parts have been mended with corpse wax; a patchwork of champions.",0,"{'Str': 18, 'Dex': 10}",Standard/Pierce,Greatswords,No passive effects,Vacuum Slice,12
71,72,Gargoyle's Blackblade,http://eldenring.wiki.fextralife.com/file/Elden-Ring/gargoyles_blackblade_weapon_elden_ring_wiki_guide_200px.png,11.5,"Bronze greatsword wielded by Valiant Gargoyles mended with blackened corpse wax. Deals holy damage. Such is the mark of those who serve Maliketh, the Black Blade.",0,"{'Str': 18, 'Dex': 10, 'Fai': 22}",Standard/Pierce,Greatswords,No passive effects,Corpse Wax Cutter,16
72,73,Inseparable Sword,http://eldenring.wiki.fextralife.com/file/Elden-Ring/inseparable_sword_elden_ring_wiki_guide_200px.png,10.0,"Sword forged by compounding silver and gold. A sacred weapon to hunt Those Who Live in Death. Deals holy damage. The inseparable twins found solace in the Golden Order, the only institution not to revile them as accursed beings.",0,"{'Str': 18, 'Dex': 18, 'Fai': 20}",Standard/Pierce,Greatswords,No passive effects,Sacred Blade,19 (- -)
74,75,Sword of Milos,http://eldenring.wiki.fextralife.com/file/Elden-Ring/sword_of_milos_weapon_elden_ring_wiki_guide_200px.png,10,"Sinister greatsword fashioned from a giant's backbone. Metes out wounds like a lopsided saw-blade, and restores some FP upon defeating an enemy. Milos was undersized for a giant, and was viewed as sullied and terribly grotesque.",0,"{'Str': 15, 'Dex': 19}",Standard/Pierce,Greatswords,(55) Hemorrhage,Shriek of Milos,30
75,76,Marais Executioner's Sword,http://eldenring.wiki.fextralife.com/file/Elden-Ring/marais_executioners_sword_weapon_elden_ring_wiki_guide_200px.png,11.5,"Storied sword of House Marais, the family of executioners who presided over the Shaded Castle. One of the legendary armaments. Elemer of the Briar, the Bell Bearing Hunter, snatched the sword from the site of his looming execution, and furnished it with battle skills from his home of Eochaid..",0,"{'Str': 24, 'Dex': 14, 'Arc': 23}",Standard/Pierce,Greatswords,No passive effects,Eochaid's Dancing Blade,15
76,77,Ordovis's Greatsword,http://eldenring.wiki.fextralife.com/file/Elden-Ring/ordoviss_greatsword_weapon_elden_ring_wiki_guide_200px.png,12.0,"Greatsword of Ordovis, one of the two honored as foremostamong the Crucible Knights. This sword is imbued with an ancient holy essence.Its red tint exemplifies the nature of primordial gold, said to beclose in nature to life itself.",0,"{'Str': 25, 'Dex': 13, 'Fai': 15}",Standard/Pierce,Greatswords,No passive effects,Ordovis's Vortex,15
77,78,Alabaster Lord's Sword,http://eldenring.wiki.fextralife.com/file/Elden-Ring/alabaster_lords_sword_weapon_elden_ring_wiki_guide_200px.png,8.0,"Greatsword forged from a blue-white meteoric ore.The blade conceals gravity-manipulating magic. A weapon unique to the Alabaster Lords, a race of ancients withskin of stone who were said to have risen to life when a meteorstruck long ago.",0,"{'Str': 16, 'Dex': 12, 'Int': 18}",Standard/Pierce,Greatswords,No passive effects,Alabaster Lords' Pull,15
78,79,Death's Poker,http://eldenring.wiki.fextralife.com/file/Elden-Ring/deaths_poker_weapon_elden_ring_wiki_guide_200px.png,8.5,Barbed rod carried by Deathbirds. The birds are graveyard fire keepers; it is said they rake out the ashen remains of the dead from their kilns.,0,"{'Str': 15, 'Dex': 17, 'Int': 11}",Standard/Pierce,Greatswords,(65) Frostbite,Ghostflame Ignition,15
79,80,Helphen's Steeple,http://eldenring.wiki.fextralife.com/file/Elden-Ring/helphens_steeple.png,11.5,"Greatsword patterned after the black steeple of the Helphen, the lampwood which guides the dead of the spirit world. The lamplight is similar to grace in appearance, only it is said that it can only be seen by those who met their death in battle.",0,"{'Str': 19, 'Dex': 10, 'Int': 22}",Standard/Pierce,Greatswords,No passive effects,Ruinous Ghostflame,20
80,81,Blasphemous Blade,http://eldenring.wiki.fextralife.com/file/Elden-Ring/blasphemous_blade_weapon_elden_ring_wiki_guide_200px.png,13.5,"Sacred sword of Rykard, Lord of Blasphemy.Remains of the countless heroes he has devoured writhe upon the surface of this blade. Now they share the same blood, bound together as family.Some HP is restored upon defeating an enemy.",0,"{'Str': 22, 'Dex': 15, 'Fai': 21}",Standard/Pierce,Greatswords,No passive effects,Taker's Flames,30
81,82,Golden Order Greatsword,http://eldenring.wiki.fextralife.com/file/Elden-Ring/golden_order_greatsword_weapon_elden_ring_wiki_guide_200px.png,10.0,"Greatsword made of light, modeled after the Elden Ring itself. Forged by King Consort Radagon to proudly symbolize the tenets of the Golden Order. One of the legendary armaments. Telltale signs betray that this was once the greatsword bequeathed to him by his first wife, Rennala.",0,"{'Str': 16, 'Dex': 21, 'Fai': 28}",Standard/Pierce,Greatswords,No passive effects,Establish Order,20
82,83,Dark Moon Greatsword,http://eldenring.wiki.fextralife.com/file/Elden-Ring/dark_moon_greatsword_weapon_elden_ring_wiki_guide_200px.png,10.0,"A Moon Greatsword, bestowed by a Carian queen upon herspouse to honor long-standing tradition.One of the legendary armaments. Ranni's sigil is a full moon, cold and leaden, and this sword is but a beam of its light.",0,"{'Str': 16, 'Dex': 11, 'Int': 38}",Standard/Pierce,Greatswords,(55) Frostbite,Moonlight Greatsword,32
83,84,Sacred Relic Sword,http://eldenring.wiki.fextralife.com/file/Elden-Ring/sacred_relic_sword.png,11.0,"Sword wrought from the remains of a god who should have lived a life eternal. Thoughts on what the weapon portends are many and varied. Some consider it the mark of a great sin, or a sign of great devastation. Some think of it as the end of an age, while others; the beginning.",0,"{'Str': 14, 'Dex': 24, 'Fai': 22}",Standard/Pierce,Greatswords,No passive effects,Wave of Gold,42
84,85,Lizard Greatsword,http://eldenring.wiki.fextralife.com/file/Elden-Ring/lizard_greatsword_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,9.5,A peculiar weapon carried by imps. Greatsword smithed in the shape of a fork-tongued lizard. Strong attacks allow the wielder to fire the forked tongue from the blade.,1,"{'Str': 12, 'Dex': 14}",Strike/Pierce,Greatswords,No passive effects,Stamp (Upward Cut),5
85,86,Greatsword of Damnation,http://eldenring.wiki.fextralife.com/file/Elden-Ring/greatsword_of_damnation_greatsword_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,8.0,"Golden greatsword that once pierced the body of Midra, master of the manse. Used by the hornsent in the execution of a damnation like no other. The barbs that pierce the victim from within wind gently around the blade.",1,"{'Str': 20, 'Dex': 15, 'Fai': 20}",Standard/Pierce,Greatswords,No passive effects,Golden Crux,21
86,87,Greatsword of Solitude,http://eldenring.wiki.fextralife.com/file/Elden-Ring/greatsword_of_solitude_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,15.5,"Steel greatsword wielded by the Knights of the Solitary Gaol. Through a secret rite, they relinquished their hearts for heightened battle prowess. Next, they engraved their blades with two crests: one depicting the light of birth, and the other, solitude.",1,"{'Str': 27, 'Dex': 13}",Standard/Pierce,Greatswords,No passive effects,Solitary Moon Slash,12
87,88,Zweihander,http://eldenring.wiki.fextralife.com/file/Elden-Ring/zweihander_colossal_swords_elden_ring_wiki_guide_200px.png,15.5,"Just about the largest sword a mere man is capable of swinging. True to its name, it is designed to be wielded in both hands, but those of merely ordinary strength will still struggle to do so.The long blade is heavy and sharp, sending foes reeling back with its broader strokes, while also capable of a devastating piercing thrust.",0,"{'Str': 19, 'Dex': 11}",Standard,Colossal Swords,No passive effects,Stamp (Upward Cut),5( -8)
88,89,Greatsword,http://eldenring.wiki.fextralife.com/file/Elden-Ring/greatsword_colossal_swords_elden_ring_wiki_guide_200px.png,23,"A coarse iron lump of an ultra greatsword. Mows down foes by utilizing its incredible weight. Though handling it likely requires the wielder to have surpassed the realm of the merely human, it is precisely for this reason the weapon is used to slaughter even inhuman foes.",0,"{'Str': 31, 'Dex': 12}",Standard,Colossal Swords,No passive effects,Stamp (Upward Cut),5 ( - 8)
89,90,Watchdog's Greatsword,http://eldenring.wiki.fextralife.com/file/Elden-Ring/watchdogs_greatsword_colossal_swords_elden_ring_wiki_guide_200px.png,22,"Stone greatsword wielded by Erdtree Burial Watchdogs. Though decorated with the watchman's eye, the pupil was taken by graverobbers and is now hollow, leaving this sword a mere lump of stone.",0,"{'Str': 30, 'Dex': 10}",Standard,Colossal Swords,No passive effects,Stamp (Upward Cut),5 ( - 8)
90,91,Troll's Golden Sword,http://eldenring.wiki.fextralife.com/file/Elden-Ring/trolls_golden_sword_colossal_swords_elden_ring_wiki_guide_200px.png,19,"Sword given to the lesser giants who fought for the Erdtree during the War against the Giants long ago. Though the giants have lost their minds, they stay inseparable from their swords that are in sad shapesuch that the gold plating had flaked away.",0,"{'Str': 29, 'Dex': 10}",Standard,Colossal Swords,No passive effects,Troll's Roar,22
91,92,Troll Knight's Sword,http://eldenring.wiki.fextralife.com/file/Elden-Ring/troll_knights_sword_colossal_swords_elden_ring_wiki_guide_200px.png,18,"Greatsword embedded with a blue glintstone.Weapon of the trolls in service to the royal family of Caria. Called into service when the Queen invoked an oath they swore, the trolls are treated as true knights of Caria, and fight arm in arm with their human comrades.",0,"{'Str': 20, 'Dex': 14, 'Int': 18}",Standard,Colossal Swords,No passive effects,Troll's Roar,22
92,93,Royal Greatsword,http://eldenring.wiki.fextralife.com/file/Elden-Ring/royal_greatsword__colossal_swords_elden_ring_wiki_guide_200px.png,20.0,"Greatsword decorated in royal Carian Style. Favored weapon of Blaidd the Half-Wolf. In defiance of the fate he was born to, Blaidd swore to serve no master but Ranni. As proof. the sword was imbued with a cold magic at the moment oath was sworn.",0,"{'Str': 26, 'Dex': 18, 'Int': 22}",Standard,Colossal Swords,No passive effects,Wolf s Assault,20
93,94,Grafted Blade Greatsword,http://eldenring.wiki.fextralife.com/file/Elden-Ring/grafted_blade_greatsword_colossal_swords_elden_ring_wiki_guide_200px.png,21.0,"The storied sword of Castle Morne. A revenger's weapon, it is burdened with oceans of anger and regret. One of the legendary armaments. A lone surviving champion from a country now vanished was so determined to continue fighting that he claimed the swords of an entire clan of warriors.",0,"{'Str': 40, 'Dex': 14}",Standard,Colossal Swords,No passive effects,Oath of Vengeance,20
94,95,Ruins Greatsword,http://eldenring.wiki.fextralife.com/file/Elden-Ring/ruins_greatsword_colossal_swords_elden_ring_wiki_guide_200px.png,23.0,"Originally rubble from a ruin which fell from the sky, this surviving fragment was honed into a weapon.One of the legendary armaments. The ruin it came from crumbled when struck by a meteorite, as such this weapon harbors its destructive power.",0,"{'Str': 50, 'Int': 16}",Standard,Colossal Swords,No passive effects,Wave of Destruction,25( - 25)
